year,metric,value,scenario_id,scenario_name,scenario_category,category
15,initial_capex_usd,0.0,bull_market,Bull Market,Market,Investment
1,sustaining_capex_usd,0.0,bull_market,Bull Market,Market,Investment
2,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
3,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
4,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
5,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
6,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
7,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
8,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
9,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
10,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
11,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
12,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
13,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
14,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
15,sustaining_capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
1,capex_usd,170000000.0,bull_market,Bull Market,Market,Investment
2,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
3,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
4,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
5,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
6,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
7,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
8,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
9,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
10,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
11,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
12,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
13,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
14,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
15,capex_usd,10000000.0,bull_market,Bull Market,Market,Investment
1,working_capital_investment_usd,291210629.7213743,bull_market,Bull Market,Market,Working Capital
2,working_capital_investment_usd,14395873.43671316,bull_market,Bull Market,Market,Working Capital
3,working_capital_investment_usd,28568407.818709373,bull_market,Bull Market,Market,Working Capital
4,working_capital_investment_usd,10105175.622415602,bull_market,Bull Market,Market,Working Capital
5,working_capital_investment_usd,-516144.5236044526,bull_market,Bull Market,Market,Working Capital
6,working_capital_investment_usd,-2584988.6636570096,bull_market,Bull Market,Market,Working Capital
7,working_capital_investment_usd,-2914307.9816901684,bull_market,Bull Market,Market,Working Capital
8,working_capital_investment_usd,-2995515.580645144,bull_market,Bull Market,Market,Working Capital
9,working_capital_investment_usd,-3043383.5750309825,bull_market,Bull Market,Market,Working Capital
10,working_capital_investment_usd,-3087016.646414101,bull_market,Bull Market,Market,Working Capital
11,working_capital_investment_usd,-3130327.8577435017,bull_market,Bull Market,Market,Working Capital
12,working_capital_investment_usd,-3173844.994154215,bull_market,Bull Market,Market,Working Capital
13,working_capital_investment_usd,-3217641.5943126082,bull_market,Bull Market,Market,Working Capital
14,working_capital_investment_usd,-3261730.267554939,bull_market,Bull Market,Market,Working Capital
15,working_capital_investment_usd,-3306115.452607453,bull_market,Bull Market,Market,Working Capital
1,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
2,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
3,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
4,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
5,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
6,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
7,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
8,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
9,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
10,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
11,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
12,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
13,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
14,working_capital_release_usd,0.0,bull_market,Bull Market,Market,Working Capital
15,working_capital_release_usd,-313049069.46179783,bull_market,Bull Market,Market,Working Capital
1,working_capital_delta_usd,291210629.7213743,bull_market,Bull Market,Market,Working Capital
2,working_capital_delta_usd,14395873.43671316,bull_market,Bull Market,Market,Working Capital
3,working_capital_delta_usd,28568407.818709373,bull_market,Bull Market,Market,Working Capital
4,working_capital_delta_usd,10105175.622415602,bull_market,Bull Market,Market,Working Capital
5,working_capital_delta_usd,-516144.5236044526,bull_market,Bull Market,Market,Working Capital
6,working_capital_delta_usd,-2584988.6636570096,bull_market,Bull Market,Market,Working Capital
7,working_capital_delta_usd,-2914307.9816901684,bull_market,Bull Market,Market,Working Capital
8,working_capital_delta_usd,-2995515.580645144,bull_market,Bull Market,Market,Working Capital
9,working_capital_delta_usd,-3043383.5750309825,bull_market,Bull Market,Market,Working Capital
10,working_capital_delta_usd,-3087016.646414101,bull_market,Bull Market,Market,Working Capital
11,working_capital_delta_usd,-3130327.8577435017,bull_market,Bull Market,Market,Working Capital
12,working_capital_delta_usd,-3173844.994154215,bull_market,Bull Market,Market,Working Capital
13,working_capital_delta_usd,-3217641.5943126082,bull_market,Bull Market,Market,Working Capital
14,working_capital_delta_usd,-3261730.267554939,bull_market,Bull Market,Market,Working Capital
15,working_capital_delta_usd,-316355184.9144053,bull_market,Bull Market,Market,Working Capital
1,free_cash_flow_usd,152379505.64630985,bull_market,Bull Market,Market,Cash Flow
2,free_cash_flow_usd,632393793.1515467,bull_market,Bull Market,Market,Cash Flow
3,free_cash_flow_usd,693600839.3800787,bull_market,Bull Market,Market,Cash Flow
4,free_cash_flow_usd,748519972.6238403,bull_market,Bull Market,Market,Cash Flow
5,free_cash_flow_usd,772194903.7576187,bull_market,Bull Market,Market,Cash Flow
6,free_cash_flow_usd,782398111.2153358,bull_market,Bull Market,Market,Cash Flow
7,free_cash_flow_usd,789788367.0624831,bull_market,Bull Market,Market,Cash Flow
8,free_cash_flow_usd,796414331.8255568,bull_market,Bull Market,Market,Cash Flow
9,free_cash_flow_usd,802565164.3087447,bull_market,Bull Market,Market,Cash Flow
10,free_cash_flow_usd,808277693.6315794,bull_market,Bull Market,Market,Cash Flow
11,free_cash_flow_usd,813554412.9682596,bull_market,Bull Market,Market,Cash Flow
12,free_cash_flow_usd,818393154.2207587,bull_market,Bull Market,Market,Cash Flow
13,free_cash_flow_usd,822791093.3717351,bull_market,Bull Market,Market,Cash Flow
14,free_cash_flow_usd,826745290.3743031,bull_market,Bull Market,Market,Cash Flow
15,free_cash_flow_usd,1143301831.3564432,bull_market,Bull Market,Market,Cash Flow
1,discounted_fcf_usd,139159365.88704097,bull_market,Bull Market,Market,Valuation
2,discounted_fcf_usd,527423359.1055622,bull_market,Bull Market,Market,Valuation
3,discounted_fcf_usd,528283750.62354505,bull_market,Bull Market,Market,Valuation
4,discounted_fcf_usd,520651251.11622,bull_market,Bull Market,Market,Valuation
5,discounted_fcf_usd,490519565.85650384,bull_market,Bull Market,Market,Valuation
6,discounted_fcf_usd,453882123.75183195,bull_market,Bull Market,Market,Valuation
7,discounted_fcf_usd,418419482.89307976,bull_market,Bull Market,Market,Valuation
8,discounted_fcf_usd,385324047.32769436,bull_market,Bull Market,Market,Valuation
9,discounted_fcf_usd,354611840.3916897,bull_market,Bull Market,Market,Valuation
10,discounted_fcf_usd,326151516.2053807,bull_market,Bull Market,Market,Valuation
11,discounted_fcf_usd,299799769.2394279,bull_market,Bull Market,Market,Valuation
12,discounted_fcf_usd,275418150.629485,bull_market,Bull Market,Market,Valuation
13,discounted_fcf_usd,252875079.64631775,bull_market,Bull Market,Market,Valuation
14,discounted_fcf_usd,232045986.462263,bull_market,Bull Market,Market,Valuation
15,discounted_fcf_usd,293054983.77183217,bull_market,Bull Market,Market,Valuation
1,base_processed_tonnes,150000000.0,bear_market,Bear Market,Market,Operations
2,base_processed_tonnes,150000000.0,bear_market,Bear Market,Market,Operations
3,base_processed_tonnes,150000000.0,bear_market,Bear Market,Market,Operations
4,base_processed_tonnes,148000000.0,bear_market,Bear Market,Market,Operations
5,base_processed_tonnes,146000000.0,bear_market,Bear Market,Market,Operations
6,base_processed_tonnes,144000000.0,bear_market,Bear Market,Market,Operations
7,base_processed_tonnes,142000000.0,bear_market,Bear Market,Market,Operations
8,base_processed_tonnes,140000000.0,bear_market,Bear Market,Market,Operations
9,base_processed_tonnes,138000000.0,bear_market,Bear Market,Market,Operations
10,base_processed_tonnes,136000000.0,bear_market,Bear Market,Market,Operations
11,base_processed_tonnes,134000000.0,bear_market,Bear Market,Market,Operations
12,base_processed_tonnes,132000000.0,bear_market,Bear Market,Market,Operations
13,base_processed_tonnes,130000000.0,bear_market,Bear Market,Market,Operations
14,base_processed_tonnes,128000000.0,bear_market,Bear Market,Market,Operations
15,base_processed_tonnes,126000000.0,bear_market,Bear Market,Market,Operations
1,expanded_tonnes,148394320.67142045,bear_market,Bear Market,Market,Operations
2,expanded_tonnes,154906877.78827783,bear_market,Bear Market,Market,Operations
3,expanded_tonnes,168493122.21172214,bear_market,Bear Market,Market,Operations
4,expanded_tonnes,172672270.27086514,bear_market,Bear Market,Market,Operations
5,expanded_tonnes,171504477.37795067,bear_market,Bear Market,Market,Operations
6,expanded_tonnes,169318286.49108925,bear_market,Bear Market,Market,Operations
7,expanded_tonnes,166988565.68216115,bear_market,Bear Market,Market,Operations
8,expanded_tonnes,164639541.7129845,bear_market,Bear Market,Market,Operations
9,expanded_tonnes,162287938.86274838,bear_market,Bear Market,Market,Operations
10,expanded_tonnes,159935991.84587023,bear_market,Bear Market,Market,Operations
11,expanded_tonnes,157583998.9126868,bear_market,Bear Market,Market,Operations
12,expanded_tonnes,155231999.85504445,bear_market,Bear Market,Market,Operations
13,expanded_tonnes,152879999.98067963,bear_market,Bear Market,Market,Operations
14,expanded_tonnes,150527999.9974255,bear_market,Bear Market,Market,Operations
15,expanded_tonnes,148175999.99965703,bear_market,Bear Market,Market,Operations
1,scenario_price_usd_per_lb,3.3266196488898596,bear_market,Bear Market,Market,Market
2,scenario_price_usd_per_lb,3.3943858060339074,bear_market,Bear Market,Market,Market
3,scenario_price_usd_per_lb,3.4635324191779664,bear_market,Bear Market,Market,Market
4,scenario_price_usd_per_lb,3.5340876094203635,bear_market,Bear Market,Market,Market
5,scenario_price_usd_per_lb,3.606080070710829,bear_market,Bear Market,Market,Market
6,scenario_price_usd_per_lb,3.6795390815200024,bear_market,Bear Market,Market,Market
7,scenario_price_usd_per_lb,3.7544945167466164,bear_market,Bear Market,Market,Market
8,scenario_price_usd_per_lb,3.8309768598672744,bear_market,Bear Market,Market,Market
9,scenario_price_usd_per_lb,3.9090172153337037,bear_market,Bear Market,Market,Market
10,scenario_price_usd_per_lb,3.988647321222571,bear_market,Bear Market,Market,Market
11,scenario_price_usd_per_lb,4.069899562142977,bear_market,Bear Market,Market,Market
12,scenario_price_usd_per_lb,4.1528069824068785,bear_market,Bear Market,Market,Market
13,scenario_price_usd_per_lb,4.237403299467832,bear_market,Bear Market,Market,Market
14,scenario_price_usd_per_lb,4.323722917633456,bear_market,Bear Market,Market,Market
15,scenario_price_usd_per_lb,4.411800942057273,bear_market,Bear Market,Market,Market
1,scenario_grade,0.0034,bear_market,Bear Market,Market,Geology
2,scenario_grade,0.003349,bear_market,Bear Market,Market,Geology
3,scenario_grade,0.003298765,bear_market,Bear Market,Market,Geology
4,scenario_grade,0.003249283525,bear_market,Bear Market,Market,Geology
5,scenario_grade,0.003200544272125,bear_market,Bear Market,Market,Geology
6,scenario_grade,0.0031525361080431,bear_market,Bear Market,Market,Geology
7,scenario_grade,0.0031052480664224,bear_market,Bear Market,Market,Geology
8,scenario_grade,0.0030586693454261,bear_market,Bear Market,Market,Geology
9,scenario_grade,0.0030127893052447,bear_market,Bear Market,Market,Geology
10,scenario_grade,0.002967597465666,bear_market,Bear Market,Market,Geology
11,scenario_grade,0.002923083503681,bear_market,Bear Market,Market,Geology
12,scenario_grade,0.0028792372511258,bear_market,Bear Market,Market,Geology
13,scenario_grade,0.0028360486923589,bear_market,Bear Market,Market,Geology
14,scenario_grade,0.0027935079619735,bear_market,Bear Market,Market,Geology
15,scenario_grade,0.0027516053425439,bear_market,Bear Market,Market,Geology
1,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
2,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
3,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
4,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
5,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
6,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
7,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
8,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
9,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
10,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
11,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
12,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
13,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
14,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
15,scenario_recovery,0.842,bear_market,Bear Market,Market,Metallurgy
1,scenario_net_price_usd_per_lb,3.1405548629342652,bear_market,Bear Market,Market,Commercial
2,scenario_net_price_usd_per_lb,3.205610373792551,bear_market,Bear Market,Market,Commercial
3,scenario_net_price_usd_per_lb,3.2719911224108476,bear_market,Bear Market,Market,Commercial
4,scenario_net_price_usd_per_lb,3.339724105043549,bear_market,Bear Market,Market,Commercial
5,scenario_net_price_usd_per_lb,3.4088368678823957,bear_market,Bear Market,Market,Commercial
6,scenario_net_price_usd_per_lb,3.4793575182592025,bear_market,Bear Market,Market,Commercial
7,scenario_net_price_usd_per_lb,3.5513147360767516,bear_market,Bear Market,Market,Commercial
8,scenario_net_price_usd_per_lb,3.6247377854725835,bear_market,Bear Market,Market,Commercial
9,scenario_net_price_usd_per_lb,3.6996565267203554,bear_market,Bear Market,Market,Commercial
10,scenario_net_price_usd_per_lb,3.7761014283736682,bear_market,Bear Market,Market,Commercial
11,scenario_net_price_usd_per_lb,3.854103579657258,bear_market,Bear Market,Market,Commercial
12,scenario_net_price_usd_per_lb,3.933694703110603,bear_market,Bear Market,Market,Commercial
13,scenario_net_price_usd_per_lb,4.014907167489119,bear_market,Bear Market,Market,Commercial
14,scenario_net_price_usd_per_lb,4.097774000928118,bear_market,Bear Market,Market,Commercial
15,scenario_net_price_usd_per_lb,4.182328904374981,bear_market,Bear Market,Market,Commercial
1,copper_fine_lb,936573858.1467412,bear_market,Bear Market,Market,Production
2,copper_fine_lb,963011964.0313232,bear_market,Bear Market,Market,Production
3,copper_fine_lb,1031761671.5322603,bear_market,Bear Market,Market,Production
4,copper_fine_lb,1041492248.7364322,bear_market,Bear Market,Market,Production
5,copper_fine_lb,1018931845.7419035,bear_market,Bear Market,Market,Production
6,copper_fine_lb,990854232.249245,bear_market,Bear Market,Market,Production
7,copper_fine_lb,962562346.426319,bear_market,Bear Market,Market,Production
8,copper_fine_lb,934786675.9280423,bear_market,Bear Market,Market,Production
9,copper_fine_lb,907613276.3387408,bear_market,Bear Market,Market,Production
10,copper_fine_lb,881042855.8168073,bear_market,Bear Market,Market,Production
11,copper_fine_lb,855065085.7773199,bear_market,Bear Market,Market,Production
12,copper_fine_lb,829668381.4630737,bear_market,Bear Market,Market,Production
13,copper_fine_lb,804841184.3342876,bear_market,Bear Market,Market,Production
14,copper_fine_lb,780572127.168883,bear_market,Bear Market,Market,Production
15,copper_fine_lb,756850052.3778347,bear_market,Bear Market,Market,Production
1,gross_revenue_usd,3115624999.1475334,bear_market,Bear Market,Market,Economics
2,gross_revenue_usd,3268834141.7487593,bear_market,Bear Market,Market,Economics
3,gross_revenue_usd,3573539998.2172318,bear_market,Bear Market,Market,Economics
4,gross_revenue_usd,3680724851.5667763,bear_market,Bear Market,Market,Economics
5,gross_revenue_usd,3674349822.342479,bear_market,Bear Market,Market,Economics
6,gross_revenue_usd,3645886871.650594,bear_market,Bear Market,Market,Economics
7,gross_revenue_usd,3613935051.684372,bear_market,Bear Market,Market,Economics
8,gross_revenue_usd,3581146124.392579,bear_market,Bear Market,Market,Economics
9,gross_revenue_usd,3547875922.073564,bear_market,Bear Market,Market,Economics
10,gross_revenue_usd,3514169226.7359924,bear_market,Bear Market,Market,Economics
11,gross_revenue_usd,3480029018.2088614,bear_market,Bear Market,Market,Economics
12,gross_revenue_usd,3445452647.622066,bear_market,Bear Market,Market,Economics
13,gross_revenue_usd,3410436690.045708,bear_market,Bear Market,Market,Economics
14,gross_revenue_usd,3374977595.105996,bear_market,Bear Market,Market,Economics
15,gross_revenue_usd,3339071774.0766273,bear_market,Bear Market,Market,Economics
1,payable_revenue_usd,2990999999.181632,bear_market,Bear Market,Market,Economics
2,payable_revenue_usd,3138080776.078809,bear_market,Bear Market,Market,Economics
3,payable_revenue_usd,3430598398.2885423,bear_market,Bear Market,Market,Economics
4,payable_revenue_usd,3533495857.504105,bear_market,Bear Market,Market,Economics
5,payable_revenue_usd,3527375829.44878,bear_market,Bear Market,Market,Economics
6,payable_revenue_usd,3500051396.78457,bear_market,Bear Market,Market,Economics
7,payable_revenue_usd,3469377649.616997,bear_market,Bear Market,Market,Economics
8,payable_revenue_usd,3437900279.416876,bear_market,Bear Market,Market,Economics
9,payable_revenue_usd,3405960885.1906214,bear_market,Bear Market,Market,Economics
10,payable_revenue_usd,3373602457.6665525,bear_market,Bear Market,Market,Economics
11,payable_revenue_usd,3340827857.480507,bear_market,Bear Market,Market,Economics
12,payable_revenue_usd,3307634541.717183,bear_market,Bear Market,Market,Economics
13,payable_revenue_usd,3274019222.4438796,bear_market,Bear Market,Market,Economics
14,payable_revenue_usd,3239978491.3017564,bear_market,Bear Market,Market,Economics
15,payable_revenue_usd,3205508903.113562,bear_market,Bear Market,Market,Economics
1,tcrc_usd,49638414.48177728,bear_market,Bear Market,Market,Commercial
2,tcrc_usd,51039634.09366013,bear_market,Bear Market,Market,Commercial
3,tcrc_usd,54683368.59120979,bear_market,Bear Market,Market,Commercial
4,tcrc_usd,55199089.1830309,bear_market,Bear Market,Market,Commercial
5,tcrc_usd,54003387.82432088,bear_market,Bear Market,Market,Commercial
6,tcrc_usd,52515274.30920999,bear_market,Bear Market,Market,Commercial
7,tcrc_usd,51015804.360594906,bear_market,Bear Market,Market,Commercial
8,tcrc_usd,49543693.82418624,bear_market,Bear Market,Market,Commercial
9,tcrc_usd,48103503.64595326,bear_market,Bear Market,Market,Commercial
10,tcrc_usd,46695271.358290784,bear_market,Bear Market,Market,Commercial
11,tcrc_usd,45318449.54619795,bear_market,Bear Market,Market,Commercial
12,tcrc_usd,43972424.21754291,bear_market,Bear Market,Market,Commercial
13,tcrc_usd,42656582.76971725,bear_market,Bear Market,Market,Commercial
14,tcrc_usd,41370322.7399508,bear_market,Bear Market,Market,Commercial
15,tcrc_usd,40113052.776025236,bear_market,Bear Market,Market,Commercial
1,revenue_usd,2941361584.699855,bear_market,Bear Market,Market,Economics
2,revenue_usd,3087041141.9851484,bear_market,Bear Market,Market,Economics
3,revenue_usd,3375915029.6973324,bear_market,Bear Market,Market,Economics
4,revenue_usd,3478296768.321074,bear_market,Bear Market,Market,Economics
5,revenue_usd,3473372441.6244593,bear_market,Bear Market,Market,Economics
6,revenue_usd,3447536122.4753604,bear_market,Bear Market,Market,Economics
7,revenue_usd,3418361845.256402,bear_market,Bear Market,Market,Economics
8,revenue_usd,3388356585.5926895,bear_market,Bear Market,Market,Economics
9,revenue_usd,3357857381.544668,bear_market,Bear Market,Market,Economics
10,revenue_usd,3326907186.308262,bear_market,Bear Market,Market,Economics
11,revenue_usd,3295509407.934309,bear_market,Bear Market,Market,Economics
12,revenue_usd,3263662117.49964,bear_market,Bear Market,Market,Economics
13,revenue_usd,3231362639.6741624,bear_market,Bear Market,Market,Economics
14,revenue_usd,3198608168.5618057,bear_market,Bear Market,Market,Economics
15,revenue_usd,3165395850.337537,bear_market,Bear Market,Market,Economics
1,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
2,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
3,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
4,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
5,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
6,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
7,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
8,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
9,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
10,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
11,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
12,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
13,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
14,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
15,unit_opex_usd_per_tonne,21.939,bear_market,Bear Market,Market,Economics
1,opex_usd,3255623001.2102933,bear_market,Bear Market,Market,Economics
2,opex_usd,3398501991.7970276,bear_market,Bear Market,Market,Economics
3,opex_usd,3696570608.202972,bear_market,Bear Market,Market,Economics
4,opex_usd,3788256937.4725103,bear_market,Bear Market,Market,Economics
5,opex_usd,3762636729.1948595,bear_market,Bear Market,Market,Economics
6,opex_usd,3714673887.328007,bear_market,Bear Market,Market,Economics
7,opex_usd,3663562142.5009336,bear_market,Bear Market,Market,Economics
8,opex_usd,3612026905.641167,bear_market,Bear Market,Market,Economics
9,opex_usd,3560435090.709837,bear_market,Bear Market,Market,Economics
10,opex_usd,3508835725.106547,bear_market,Bear Market,Market,Economics
11,opex_usd,3457235352.145436,bear_market,Bear Market,Market,Economics
12,opex_usd,3405634844.8198204,bear_market,Bear Market,Market,Economics
13,opex_usd,3354034319.5761304,bear_market,Bear Market,Market,Economics
14,opex_usd,3302433791.943518,bear_market,Bear Market,Market,Economics
15,opex_usd,3250833263.9924755,bear_market,Bear Market,Market,Economics
1,ebitda_usd,-314261416.51043844,bear_market,Bear Market,Market,Economics
2,ebitda_usd,-311460849.81187916,bear_market,Bear Market,Market,Economics
3,ebitda_usd,-320655578.50563955,bear_market,Bear Market,Market,Economics
4,ebitda_usd,-309960169.1514363,bear_market,Bear Market,Market,Economics
5,ebitda_usd,-289264287.57040024,bear_market,Bear Market,Market,Economics
6,ebitda_usd,-267137764.85264683,bear_market,Bear Market,Market,Economics
7,ebitda_usd,-245200297.24453163,bear_market,Bear Market,Market,Economics
8,ebitda_usd,-223670320.04847765,bear_market,Bear Market,Market,Economics
9,ebitda_usd,-202577709.16516876,bear_market,Bear Market,Market,Economics
10,ebitda_usd,-181928538.798285,bear_market,Bear Market,Market,Economics
11,ebitda_usd,-161725944.2111268,bear_market,Bear Market,Market,Economics
12,ebitda_usd,-141972727.32018042,bear_market,Bear Market,Market,Economics
13,ebitda_usd,-122671679.901968,bear_market,Bear Market,Market,Economics
14,ebitda_usd,-103825623.38171244,bear_market,Bear Market,Market,Economics
15,ebitda_usd,-85437413.6549387,bear_market,Bear Market,Market,Economics
1,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
2,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
3,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
4,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
5,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
6,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
7,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
8,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
9,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
10,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
11,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
12,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
13,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
14,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
15,cash_tax_proxy_usd,0.0,bear_market,Bear Market,Market,Economics
1,operating_cash_flow_usd,-314261416.51043844,bear_market,Bear Market,Market,Cash Flow
2,operating_cash_flow_usd,-311460849.81187916,bear_market,Bear Market,Market,Cash Flow
3,operating_cash_flow_usd,-320655578.50563955,bear_market,Bear Market,Market,Cash Flow
4,operating_cash_flow_usd,-309960169.1514363,bear_market,Bear Market,Market,Cash Flow
5,operating_cash_flow_usd,-289264287.57040024,bear_market,Bear Market,Market,Cash Flow
6,operating_cash_flow_usd,-267137764.85264683,bear_market,Bear Market,Market,Cash Flow
7,operating_cash_flow_usd,-245200297.24453163,bear_market,Bear Market,Market,Cash Flow
8,operating_cash_flow_usd,-223670320.04847765,bear_market,Bear Market,Market,Cash Flow
9,operating_cash_flow_usd,-202577709.16516876,bear_market,Bear Market,Market,Cash Flow
10,operating_cash_flow_usd,-181928538.798285,bear_market,Bear Market,Market,Cash Flow
11,operating_cash_flow_usd,-161725944.2111268,bear_market,Bear Market,Market,Cash Flow
12,operating_cash_flow_usd,-141972727.32018042,bear_market,Bear Market,Market,Cash Flow
13,operating_cash_flow_usd,-122671679.901968,bear_market,Bear Market,Market,Cash Flow
14,operating_cash_flow_usd,-103825623.38171244,bear_market,Bear Market,Market,Cash Flow
15,operating_cash_flow_usd,-85437413.6549387,bear_market,Bear Market,Market,Cash Flow
1,initial_capex_usd,170000000.0,bear_market,Bear Market,Market,Investment
2,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
3,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
4,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
5,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
6,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
7,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
8,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
9,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
10,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
11,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
12,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
13,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
14,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
15,initial_capex_usd,0.0,bear_market,Bear Market,Market,Investment
1,sustaining_capex_usd,0.0,bear_market,Bear Market,Market,Investment
2,sustaining_capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
3,sustaining_capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
4,sustaining_capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
5,sustaining_capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
6,sustaining_capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
7,sustaining_capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
